NEWJOBNUM,DATEIN,COMP,REQ DATE,DATEOUT,CUSTOMER,STARTTIME2,PERMIT,ENDTIME2,LOCATION,FEET,STREET,DAYS,SIDES,SAT,METERS,SUN,CATEGORY,COMMENTS
251015,5/22/2013,FALSE,4/29/2013,5/23/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,147,4,Buena Vista Ave,2,,FALSE,4,FALSE,SPECIAL EVENTS,move
250890,5/4/2013,FALSE,4/29/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,27,3,Buena Vista Terrace,1,,TRUE,3,FALSE,SPECIAL EVENTS,move
250891,5/4/2013,FALSE,4/29/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,1299,3,Bush,1,,TRUE,3,FALSE,SPECIAL EVENTS,move
250894,5/6/2013,FALSE,4/29/2013,5/6/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,2190,3,Bush,1,,FALSE,3,FALSE,SPECIAL EVENTS,move
250896,5/6/2013,FALSE,4/29/2013,5/6/2013,SFMTA Temporary Sign Program,7:00:00 AM,,6:00:00 PM,900,3,Bush,1,,FALSE,3,FALSE,SPECIAL EVENTS,move
251007,5/10/2013,FALSE,4/29/2013,5/11/2013,SFMTA Temporary Sign Program,7:00:00 AM,,5:00:00 PM,3008,5,Clay,2,,TRUE,5,FALSE,SPECIAL EVENTS,event
250888,5/4/2013,FALSE,4/29/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,411,4,Dolores,1,,TRUE,4,FALSE,SPECIAL EVENTS,move
251008,5/10/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,317 - 323,4,Drumm,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
251009,5/10/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,611,4,Fell,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250870,5/2/2013,FALSE,4/29/2013,5/3/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,1815 - 1819,3,Fillmore,2,,FALSE,3,FALSE,SPECIAL EVENTS,move
250918,4/30/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,8:00:00 AM,,11:59:00 PM,1606-1610,3,Fillmore,11,E,TRUE,3,TRUE,SPECIAL EVENTS,EVENT
250923,4/30/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,8:00:00 AM,,11:59:00 PM,1416-1420,3,Fillmore,11,E,TRUE,3,TRUE,SPECIAL EVENTS,EVENT
250893,5/6/2013,FALSE,4/29/2013,5/7/2013,SFMTA Temporary Sign Program,12:00:00 PM,,11:59:00 PM,50 - 80,6,Folsom,2,,FALSE,6,FALSE,SPECIAL EVENTS,event
250882,5/3/2013,FALSE,4/29/2013,5/3/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,202,4,Galewood,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250902,5/8/2013,FALSE,4/29/2013,5/8/2013,SFMTA Temporary Sign Program,12:00:00 PM,,11:00:00 PM,256,4,Grant,1,,FALSE,4,FALSE,SPECIAL EVENTS,event
250899,5/7/2013,FALSE,4/29/2013,5/7/2013,SFMTA Temporary Sign Program,12:00:00 PM,,11:00:00 PM,11 - 21,6,Harrison,1,,FALSE,6,FALSE,SPECIAL EVENTS,event
250884,5/3/2013,FALSE,4/29/2013,5/3/2013,SFMTA Temporary Sign Program,3:00:00 PM,,11:59:00 PM,101 - 107,4,Howard,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250897,5/6/2013,FALSE,4/29/2013,5/8/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,1330,3,Jones,3,,FALSE,3,FALSE,SPECIAL EVENTS,move
250887,5/4/2013,FALSE,4/29/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,383,4,King,1,,TRUE,4,FALSE,SPECIAL EVENTS,move
251011,5/15/2013,FALSE,4/29/2013,5/15/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,250,3,Laussat,1,,FALSE,3,FALSE,SPECIAL EVENTS,move
250898,5/6/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,414,3,Locust,5,,FALSE,3,FALSE,SPECIAL EVENTS,move
250892,5/6/2013,FALSE,4/29/2013,5/6/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,1490,1,Mason,1,,FALSE,1,FALSE,SPECIAL EVENTS,event
250903,5/8/2013,FALSE,4/29/2013,5/9/2013,SFMTA Temporary Sign Program,8:00:00 AM,,4:00:00 PM,330,3,Parnassus,2,,FALSE,3,FALSE,SPECIAL EVENTS,move
250875,5/2/2013,FALSE,4/29/2013,5/3/2013,SFMTA Temporary Sign Program,8:00:00 AM,,1:00:00 PM,1321 - 1323,2,Post,2,,FALSE,2,FALSE,SPECIAL EVENTS,move
250881,5/2/2013,FALSE,4/29/2013,5/3/2013,SFMTA Temporary Sign Program,8:00:00 AM,,1:00:00 PM,1321 - 1323,2,Post,2,,FALSE,2,FALSE,SPECIAL EVENTS,move
250915,4/30/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,8:00:00 AM,,11:59:00 PM,1620-1626,3,Post,11,E,TRUE,3,TRUE,SPECIAL EVENTS,EVENT
250916,4/30/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,8:00:00 AM,,11:59:00 PM,1829-1831,2,Post,11,O,TRUE,2,TRUE,SPECIAL EVENTS,EVENT
250917,4/30/2013,FALSE,4/29/2013,5/10/2013,SFMTA Temporary Sign Program,8:00:00 AM,,11:59:00 PM,1718-1720,2,Post,11,E,TRUE,2,TRUE,SPECIAL EVENTS,EVENT
250883,5/3/2013,FALSE,4/29/2013,5/3/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,537 - 541,3,Sacramento,1,,FALSE,3,FALSE,SPECIAL EVENTS,move
250889,5/4/2013,FALSE,4/29/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,9:00:00 PM,906 - 956,4,Sacramento,1,,TRUE,4,FALSE,SPECIAL EVENTS,event
250900,5/7/2013,FALSE,4/29/2013,5/7/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,2200,4,Sacramento,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250867,5/6/2013,FALSE,4/29/2013,6/3/2013,ARB Inc.,7:30:00 AM,12EXC-5153,6:00:00 PM,4200-4299,1200,22nd St,29,B,TRUE,,TRUE,CITY CONTRACT,TN 2300141
250871,5/6/2013,FALSE,4/29/2013,6/3/2013,ARB Inc.,7:30:00 AM,12EXC-5153,6:00:00 PM,4200-4299,1200,22nd St,29,B,TRUE,,TRUE,CITY CONTRACT,TN 2300141
250912,5/3/2013,FALSE,4/29/2013,6/3/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,587-715,1000,33rd Ave,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2301002
250910,5/3/2013,FALSE,4/29/2013,6/3/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,4130-4225,300,Anza,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2300980
250911,5/3/2013,FALSE,4/29/2013,6/3/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,3130-3225,300,Balboa,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2300988
250862,5/2/2013,FALSE,4/29/2013,6/1/2013,N.T.K. Constructions,6:00:00 AM,13EXC-1525,6:00:00 AM,2501-3200,400,Bryant,31,B,TRUE,,TRUE,CITY CONTRACT,SR 2300032
250895,5/6/2013,FALSE,4/29/2013,6/3/2013,ARB Inc.,7:30:00 AM,12EXC-5227,6:00:00 PM,620-699,800,Douglass,29,B,TRUE,,TRUE,CITY CONTRACT,TN 2300191
250901,5/6/2013,FALSE,4/29/2013,6/3/2013,ARB Inc.,7:30:00 AM,12EXC-5153,6:00:00 PM,565-620,500,Douglass,29,B,TRUE,,TRUE,CITY CONTRACT,2300211
250913,5/2/2013,FALSE,4/29/2013,5/31/2013,K.J. Woods Construction Inc.,7:00:00 AM,12EXC-3090,6:00:00 PM,200-399,600,Drumm,22,B,FALSE,,FALSE,CITY CONTRACT,TN 2301605
250914,5/2/2013,FALSE,4/29/2013,5/31/2013,K.J. Woods Construction Inc.,7:00:00 AM,12EXC-3090,6:00:00 PM,1-199,600,Drumm,22,B,FALSE,,FALSE,CITY CONTRACT,TN 2301620
250878,5/2/2013,FALSE,4/29/2013,6/1/2013,N.T.K. Constructions,6:00:00 AM,13EXC-1525,6:00:00 AM,1401-1500,400,Florida,31,B,TRUE,,TRUE,CITY CONTRACT,TN 2300044
250866,5/6/2013,FALSE,4/29/2013,6/3/2013,ARB Inc.,7:30:00 AM,12EXC-5227,6:00:00 PM,220-499,2000,Grandview,29,B,TRUE,,TRUE,CITY CONTRACT,TN 2300126
250907,5/2/2013,FALSE,4/29/2013,5/30/2013,ARB Inc.,7:30:00 AM,12EXC-5153,6:00:00 PM,1-100,1600,Grandview,29,B,TRUE,,TRUE,CITY CONTRACT,TN 2300255
250860,5/2/2013,FALSE,4/29/2013,6/1/2013,N.T.K. Constructions,6:00:00 AM,13EXC-1525,6:00:00 AM,1401-1500,400,Hampshire,31,B,TRUE,,TRUE,CITY CONTRACT,TN 2300020 EXT
250908,5/2/2013,FALSE,4/29/2013,5/7/2013,Timberwolff Construction,6:00:00 AM,13-1348,6:00:00 PM,838,50,Market,4,E,FALSE,,FALSE,CITY CONTRACT,TN 2300863
250906,5/3/2013,FALSE,4/29/2013,5/9/2013,Darcy & Hardy,7:30:00 AM,13EXC-1256,7:00:00 PM,3700-4000,800,Mission,7,B,TRUE,,TRUE,CITY CONTRACT,SR 2300248
250865,5/8/2013,FALSE,4/29/2013,6/6/2013,N.T.K. Constructions,12:00:00 AM,13EXC-1525,11:59:00 PM,615-696,500,Precita,30,B,TRUE,,TRUE,CITY CONTRACT,SR 2300055
250924,5/2/2013,FALSE,4/29/2013,5/31/2013,K.J. Woods Construction Inc.,7:00:00 AM,12EXC-3090,6:00:00 PM,1-199,600,Spear,22,B,FALSE,,FALSE,CITY CONTRACT,TN 2301629
250886,5/6/2013,FALSE,4/29/2013,6/3/2013,ARB Inc.,7:30:00 AM,12EXC-5227,6:00:00 PM,1-99,800,Worth,29,B,TRUE,,TRUE,CITY CONTRACT,TN 2300158
250861,5/2/2013,FALSE,4/29/2013,6/1/2013,N.T.K. Constructions,6:00:00 AM,13EXC-1525,6:00:00 AM,1401-1500,400,York,31,B,TRUE,,TRUE,CITY CONTRACT,SR 2300027 EXT
250806,5/1/2013,FALSE,4/28/2013,5/29/2013,Castro Farmer Mkt,2:00:00 PM,,9:00:00 PM,250 - 299(wens only),15,Noe,5,B,FALSE,15,FALSE,SPECIAL EVENTS,event
250511,4/29/2013,FALSE,4/28/2013,5/22/2013,Esquivel Grading & Paving,12:00:00 AM,12EXC-4798,11:59:00 PM,2300-2801,1000,Laguna,21,B,TRUE,,FALSE,CITY CONTRACT,TN 2273126
250773,5/2/2013,FALSE,4/26/2013,5/3/2013,PG&E,7:00:00 AM,,4:00:00 PM,4600-4622,200,17th Ave,2,B,FALSE,,FALSE,UTILITYS,TN 2292029
250771,5/1/2013,FALSE,4/26/2013,6/1/2013,PG&E,7:00:00 AM,,5:00:00 PM,1200-1298,300,19th Ave,23,E,FALSE,,FALSE,UTILITYS,TN 2291629
250791,4/30/2013,FALSE,4/26/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,610,25,20th St,9,E,FALSE,,FALSE,UTILITYS,TN 2293234
250793,4/30/2013,FALSE,4/26/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,616,25,20th St,9,E,FALSE,,FALSE,UTILITYS,TN 2293234
250794,4/30/2013,FALSE,4/26/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,676,25,5th Ave,9,B,FALSE,,FALSE,UTILITYS,TN 2293240
250803,4/30/2013,FALSE,4/26/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,678,25,5th Ave,9,B,FALSE,,FALSE,UTILITYS,TN 2293240
250804,4/30/2013,FALSE,4/26/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,677,25,5th Ave,9,O,FALSE,,FALSE,UTILITYS,TN 2293240
250805,4/30/2013,FALSE,4/26/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,679,25,5th Ave,9,B,FALSE,,FALSE,UTILITYS,TN 2293240
250850,4/30/2013,FALSE,4/26/2013,5/4/2013,PG&E,12:00:00 AM,,11:59:00 PM,700-799,1000,Bay,5,B,TRUE,,FALSE,UTILITYS,TN 2293773
250770,5/1/2013,FALSE,4/26/2013,5/3/2013,Sf Public Utilities Commission,7:00:00 AM,,3:00:00 PM,30-54,100,Collingwood,3,E,FALSE,,FALSE,UTILITYS,SR 2291577
250851,4/30/2013,FALSE,4/26/2013,5/4/2013,PG&E,12:00:00 AM,,11:59:00 PM,2600-2699,1000,Hyde,5,B,TRUE,,FALSE,UTILITYS,TN 2293788
250765,4/30/2013,FALSE,4/26/2013,5/30/2013,PG&E,7:00:00 AM,,5:00:00 PM,1001-1151,500,McAllister,23,O,FALSE,,FALSE,UTILITYS,TN 2291001
250826,5/3/2013,FALSE,4/26/2013,5/4/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,3929 - 3945,3,19th St,2,,TRUE,3,FALSE,SPECIAL EVENTS,move
250835,5/7/2013,FALSE,4/26/2013,5/8/2013,SFMTA Temporary Sign Program,9:30:00 AM,,6:00:00 PM,1214-1226/1215-1219,6,Battery,2,,FALSE,6,FALSE,SPECIAL EVENTS,event
250819,5/2/2013,FALSE,4/26/2013,5/4/2013,SFMTA Temporary Sign Program,8:00:00 AM,,8:00:00 PM,1736 / 1738,2,Bryant,3,,TRUE,2,FALSE,SPECIAL EVENTS,move
250831,5/6/2013,FALSE,4/26/2013,5/6/2013,SFMTA Temporary Sign Program,8:30:00 AM,,4:30:00 PM,955,4,Clayton,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250832,5/7/2013,FALSE,4/26/2013,5/7/2013,SFMTA Temporary Sign Program,7:00:00 AM,,5:00:00 PM,681,4,Florida,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250837,5/17/2013,FALSE,4/26/2013,5/17/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,681,4,Florida,1,,FALSE,4,FALSE,SPECIAL EVENTS,event
250825,5/3/2013,FALSE,4/26/2013,5/3/2013,SFMTA Temporary Sign Program,10:00:00 AM,,1:00:00 PM,771,1,Guerrero,1,,FALSE,1,FALSE,SPECIAL EVENTS,move
250838,5/22/2013,FALSE,4/26/2013,5/24/2013,SFMTA Temporary Sign Program,8:00:00 AM,,6:00:00 PM,724 - 728,3,Haight,3,,FALSE,3,FALSE,SPECIAL EVENTS,move
250821,5/1/2013,FALSE,4/26/2013,5/3/2013,SFMTA Temporary Sign Program,12:00:00 PM,,10:00:00 PM,860 - 890,2,Hayes,3,,FALSE,2,FALSE,SPECIAL EVENTS,event
250828,5/4/2013,FALSE,4/26/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,1960,2,Jones,1,,TRUE,2,FALSE,SPECIAL EVENTS,move
250836,5/7/2013,FALSE,4/26/2013,5/10/2013,SFMTA Temporary Sign Program,7:00:00 AM,,11:00:00 PM,315 / 319 - 327,5,Mason,4,,FALSE,5,FALSE,SPECIAL EVENTS,move
250830,5/5/2013,FALSE,4/26/2013,5/8/2013,SFMTA Temporary Sign Program,8:00:00 AM,,10:00:00 PM,626 - 638,5,Pine,4,,FALSE,5,TRUE,SPECIAL EVENTS,event
250829,5/4/2013,FALSE,4/26/2013,5/4/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,838,2,Potrero,1,,TRUE,2,FALSE,SPECIAL EVENTS,move
250827,5/4/2013,FALSE,4/26/2013,5/4/2013,SFMTA Temporary Sign Program,8:00:00 AM,,4:00:00 PM,2041 - 2047,4,Sutter,1,,TRUE,4,FALSE,SPECIAL EVENTS,move
250839,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,3150-3251,600,19th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293653
250840,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,3250-3351,600,20th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293662
250841,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,1950-2051,600,21st St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293676
250842,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,3150-3251,600,22nd St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293680
250843,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,3050-3151,600,23rd St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293687
250844,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,,5:00:00 PM,2850-2951,600,24th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293694
250846,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,3150-3251,600,25th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293705
250847,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,3150-3251,600,26th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293716
250845,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,380-421,300,27th Ave,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293697
250857,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,580-619,300,27th Ave,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293746
250848,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,380-421,300,28th Ave,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293709
250853,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,491-600,550,28th Ave,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293725
250858,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,580-615,350,28th Ave,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293759
250849,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,380-421,300,29th Ave,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293718
250859,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,580-615,300,29th Ave,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293769
250856,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,3520-3825,1000,Anza,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293740
250852,4/30/2013,FALSE,4/26/2013,5/30/2013,Shaw Pipe Line,7:30:00 AM,12EXC-4651,6:00:00 PM,227-430,650,Bay,23,B,FALSE,,FALSE,CITY CONTRACT,SR 2293980
250774,5/6/2013,FALSE,4/26/2013,5/17/2013,J Flores Construction,7:00:00 AM,13EXC-1963,7:00:00 PM,00-99,600,Cedar,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2292334
250775,5/6/2013,FALSE,4/26/2013,5/17/2013,J Flores Construction,7:00:00 AM,"13EXC-1964
13EXC-1964",7:00:00 PM,100-199,600,Cedar,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2292341
250764,4/28/2013,FALSE,4/26/2013,5/27/2013,N.T.K. Constructions,12:00:00 AM,13EXC-1525,11:59:00 PM,2850-7000,4000,Cesar Chavez,30,B,TRUE,,TRUE,CITY CONTRACT,TN 2290607
250772,5/2/2013,FALSE,4/26/2013,6/2/2013,D.P.W,12:00:00 AM,,11:59:00 PM,500,600,Felton,31,E,TRUE,,TRUE,CITY CONTRACT,SR 2291929
250834,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 AM,13EXC-1413,5:00:00 PM,2250-3151,7200,Folsom,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2293648
250813,5/1/2013,FALSE,4/26/2013,6/1/2013,Ruiz Construction,7:00:00 AM,13EXC-0889,5:00:00 PM,550-851,3600,Geary,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293521
250816,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,7:00:00 PM,13EXC-0889,5:00:00 AM,600-799,2500,Geary,31,B,TRUE,,TRUE,CITY CONTRACT,TN 2293567
250854,5/1/2013,FALSE,4/26/2013,6/1/2013,Synergy,7:00:00 AM,13EXC-1866,6:00:00 PM,6320-6421,300,Geary,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293729
250811,4/30/2013,FALSE,4/26/2013,5/10/2013,Ruiz Construction,8:00:00 PM,13EXC-0889,5:00:00 AM,650-751,600,Hyde,11,B,TRUE,,TRUE,CITY CONTRACT,TN 2293417
250814,5/1/2013,FALSE,4/26/2013,6/1/2013,Ruiz Construction,7:00:00 AM,13EXC-0889,5:00:00 PM,550-651,600,Hyde,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293533
250822,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,12:00:00 AM,13EXC-0889,11:59:00 PM,550-651,600,Hyde,28,B,TRUE,,FALSE,CITY CONTRACT,TN 2293588
250812,4/30/2013,FALSE,4/26/2013,5/10/2013,Ruiz Construction,8:00:00 PM,13EXC-0889,5:00:00 AM,650-751,600,Jones,11,B,TRUE,,TRUE,CITY CONTRACT,TN 2293429
250817,4/30/2013,FALSE,4/26/2013,5/30/2013,Ruiz Construction,12:00:00 AM,13EXC-0889,11:59:00 PM,550-651,600,Jones,31,B,TRUE,,TRUE,CITY CONTRACT,TN 2293578
250786,4/30/2013,FALSE,4/26/2013,5/30/2013,Shaw Pipe Line,7:30:00 AM,12EXC-5392,6:30:00 PM,1451-1550,500,Larkin,23,B,FALSE,,FALSE,CITY CONTRACT,SR 2293084
250815,5/1/2013,FALSE,4/26/2013,6/1/2013,Ruiz Construction,12:00:00 AM,13EXC-0889,11:59:00 PM,550-651,600,Leavenworth,31,B,TRUE,,TRUE,CITY CONTRACT,TN 2293537
250809,4/30/2013,FALSE,4/26/2013,5/10/2013,Ruiz Construction,8:00:00 PM,13EXC-1133,5:00:00 AM,450-551,600,Mason,10,B,TRUE,,FALSE,CITY CONTRACT,TN 2293376
250855,5/13/2013,FALSE,4/26/2013,5/26/2013,J Flores Construction,7:00:00 AM,13EXC-1993,7:00:00 PM,1000-1099,600,Minna,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2292381
250776,5/6/2013,FALSE,4/26/2013,5/17/2013,J Flores Construction,7:00:00 AM,13EXC-2016,7:00:00 PM,600-699,600,Natoma,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2292363
250783,5/13/2013,FALSE,4/26/2013,5/24/2013,J Flores Construction,7:00:00 AM,13EXC-2016,7:00:00 PM,600-699,600,Natoma,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2292374
250807,4/30/2013,FALSE,4/26/2013,5/10/2013,Ruiz Construction,8:00:00 PM,13EXC-1133,5:00:00 AM,200-499,3600,Post,10,B,TRUE,,FALSE,CITY CONTRACT,TN 2293355
250810,4/30/2013,FALSE,4/26/2013,5/10/2013,Ruiz Construction,8:00:00 PM,13EXC-0889,5:00:00 AM,700-899,2500,Post,11,B,TRUE,,TRUE,CITY CONTRACT,TN 2293400
250789,4/30/2013,FALSE,4/26/2013,5/30/2013,Shaw Pipe Line,7:30:00 AM,12EXC-5392,6:30:00 PM,1550-1661,500,Sacramento,23,B,FALSE,,FALSE,CITY CONTRACT,SR 2293097
250808,4/30/2013,FALSE,4/26/2013,5/10/2013,Ruiz Construction,8:00:00 PM,13EXC-1133,5:00:00 AM,250-351,600,Stockton,10,B,TRUE,,FALSE,CITY CONTRACT,TN 2293365
250784,5/13/2013,FALSE,4/26/2013,5/24/2013,J Flores Construction,7:00:00 AM,13EXC-2005,7:00:00 PM,00-99,600,Varney,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2292379
250762,5/1/2013,FALSE,4/26/2013,5/10/2013,D.P.W,7:00:00 AM,,4:00:00 PM,300-399,1270,Flood,8,B,FALSE,,FALSE,CITY AGENCYS,TN 2290798
250705,5/6/2013,FALSE,4/25/2013,5/10/2013,PG&E,7:00:00 AM,,3:00:00 PM,1530-1536,60,48th Ave,5,E,FALSE,,FALSE,UTILITYS,TN 2287615
250678,5/7/2013,FALSE,4/25/2013,5/8/2013,PG&E,7:00:00 AM,,3:00:00 PM,2400,120,Buchanan,2,E,FALSE,,FALSE,UTILITYS,TN 2286821
250657,5/3/2013,FALSE,4/25/2013,5/3/2013,PG&E,7:00:00 AM,,3:00:00 PM,164-173,140,Collins,1,B,FALSE,,FALSE,UTILITYS,TN 2285979
250671,4/29/2013,FALSE,4/25/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,2398,20,Golden Gate,10,E,FALSE,,FALSE,UTILITYS,TN 2286765
250673,4/29/2013,FALSE,4/25/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,2455,20,Golden Gate,10,O,FALSE,,FALSE,UTILITYS,TN 2286765
250663,4/30/2013,FALSE,4/25/2013,5/30/2013,PG&E,7:00:00 AM,,5:00:00 PM,600-716,1400,Judah,23,B,TRUE,,FALSE,UTILITYS,TN 2286033
250713,5/3/2013,FALSE,4/25/2013,5/3/2013,PG&E,8:00:00 AM,,3:00:00 PM,1250 - 1270,200,Lombard,1,,FALSE,,FALSE,UTILITYS,tn # 2287942
250669,4/29/2013,FALSE,4/25/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,3:00:00 PM,5735,20,Mission,10,O,FALSE,,FALSE,UTILITYS,TN 2286720
250706,5/6/2013,FALSE,4/25/2013,5/10/2013,PG&E,7:00:00 AM,,3:00:00 PM,233-255,60,Parker,5,O,FALSE,,FALSE,UTILITYS,TN 2287626
250704,5/6/2013,FALSE,4/25/2013,5/10/2013,PG&E,7:00:00 AM,,3:00:00 PM,255-273,120,Teresita,5,O,FALSE,,FALSE,UTILITYS,TN 2287608
250675,5/7/2013,FALSE,4/25/2013,5/8/2013,PG&E,7:00:00 AM,,3:00:00 PM,2266-2298,120,Washington,2,E,FALSE,,FALSE,UTILITYS,TN 2286802
250740,5/6/2013,FALSE,4/25/2013,5/6/2013,SFMTA Temporary Sign Program,8:00:00 AM,,2:00:00 PM,490,2,33rd Ave,1,,FALSE,2,FALSE,SPECIAL EVENTS,move
