NEWJOBNUM,DATEIN,COMP,REQ DATE,DATEOUT,CUSTOMER,STARTTIME2,PERMIT,ENDTIME2,LOCATION,FEET,STREET,DAYS,SIDES,SAT,METERS,SUN,CATEGORY,COMMENTS
250743,5/31/2013,FALSE,4/25/2013,6/3/2013,SFMTA Temporary Sign Program,8:00:00 AM,,12:00:00 PM,60 / 62,2,Benton,4,,TRUE,2,TRUE,SPECIAL EVENTS,move
250730,5/1/2013,FALSE,4/25/2013,5/3/2013,SFMTA Temporary Sign Program,6:00:00 AM,,6:00:00 PM,17 - 37,9,California,3,,FALSE,9,FALSE,SPECIAL EVENTS,move
250736,5/3/2013,FALSE,4/25/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,5:00:00 PM,2203 / 2205,2,Chestnut,2,,TRUE,2,FALSE,SPECIAL EVENTS,event
250737,5/4/2013,FALSE,4/25/2013,5/4/2013,SFMTA Temporary Sign Program,9:00:00 AM,,9:00:00 PM,129 / 131,1,Collingwood,1,,TRUE,1,FALSE,SPECIAL EVENTS,move
250732,5/1/2013,FALSE,4/25/2013,5/5/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,676,2,Geary,5,,TRUE,2,TRUE,SPECIAL EVENTS,move
250739,5/5/2013,FALSE,4/25/2013,5/7/2013,SFMTA Temporary Sign Program,9:00:00 AM,,5:00:00 PM,850,1,Illinois,3,,FALSE,1,TRUE,SPECIAL EVENTS,move
250738,5/4/2013,FALSE,4/25/2013,5/4/2013,SFMTA Temporary Sign Program,8:00:00 AM,,6:00:00 PM,701,4,Minnesota,1,,TRUE,4,FALSE,SPECIAL EVENTS,move
250741,5/8/2013,FALSE,4/25/2013,5/8/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,2200,4,Sacramento,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250742,5/11/2013,FALSE,4/25/2013,5/11/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,11,3,Whitney,1,,TRUE,3,FALSE,SPECIAL EVENTS,move
250690,4/29/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1989,6:00:00 PM,581-610,200,21st Ave,24,B,TRUE,,FALSE,CITY CONTRACT,TN 2287078
250695,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1989,6:00:00 PM,580-610,200,22nd Ave,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287166
250696,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1989,6:00:00 PM,580-610,200,23rd Ave,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287215
250697,4/30/2013,FALSE,4/25/2013,5/25/2013,PG&E,7:00:00 AM,13EXC-1989,6:00:00 PM,680-710,200,24th Ave,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287222
250698,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1989,6:00:00 PM,680-710,200,25th Ave,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287234
250699,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1989,6:00:00 PM,680-710,200,26th Ave,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287372
250701,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1989,6:00:00 PM,2100-2350,200,26th St,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287421
250700,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1989,6:00:00 PM,1100-5000,3000,Balboa,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287389
250715,4/29/2013,FALSE,4/25/2013,5/28/2013,N.T.K. Constructions,12:01:00 AM,13EXC-1525,11:59:00 PM,2000 - 3501,500,Folsom,30,B,TRUE,,TRUE,CITY CONTRACT,sr # 2288004
250714,4/29/2013,FALSE,4/25/2013,5/3/2013,Irish Construction Company,8:00:00 AM,13EXC-1706,4:00:00 PM,2803 - 2845,500,Greenwich,5,B,FALSE,,FALSE,CITY CONTRACT,sr # 2288183
250702,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,1450-1500,200,Kansas,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287438
250758,4/30/2013,FALSE,4/25/2013,5/28/2013,Precision Engineering Inc,7:00:00 AM,13EXC-0154,5:00:00 PM,2001-2199,900,Lombard,29,O,TRUE,,TRUE,CITY CONTRACT,SR 228588
250752,4/29/2013,FALSE,4/25/2013,5/28/2013,Nibbi Bros,6:30:00 AM,13-1333,4:00:00 PM,479,120,Natoma,22,O,FALSE,,FALSE,CITY CONTRACT,SR 2287991
250703,4/30/2013,FALSE,4/25/2013,5/25/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,1450-1500,200,Rhode Island,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2287447
250759,4/30/2013,FALSE,4/25/2013,5/28/2013,Precision Engineering Inc,7:00:00 AM,13EXC-0154,5:00:00 PM,3228-3253,200,Steiner,29,B,TRUE,,TRUE,CITY CONTRACT,SR 2288621
250687,4/29/2013,FALSE,4/25/2013,5/4/2013,Annuzi Concrete,7:30:00 AM,12EXC-5242,4:30:00 PM,300-499,2400,Ulloa,5,B,FALSE,,FALSE,CITY CONTRACT,TN 2286905
250712,4/29/2013,FALSE,4/25/2013,5/10/2013,D.P.W,7:30:00 AM,,10:30:00 PM,374 - 400,100,Alemany,10,,FALSE,,FALSE,CITY AGENCYS,tn # 2288296
250711,4/29/2013,FALSE,4/25/2013,5/10/2013,D.P.W,7:30:00 AM,,10:30:00 PM,500 - 521,200,Moscow,10,B,FALSE,,FALSE,CITY AGENCYS,tn # 2288300
250639,4/29/2013,FALSE,4/24/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,4:00:00 PM,3111,20,24th St,10,O,FALSE,,FALSE,UTILITYS,TN 2282436
250640,4/29/2013,FALSE,4/24/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,4:00:00 PM,3114,20,24th St,10,E,FALSE,,FALSE,UTILITYS,TN 2282436
250641,4/29/2013,FALSE,4/24/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,4:00:00 PM,3124,20,24th St,10,E,FALSE,,FALSE,UTILITYS,TN 2282436
250642,4/29/2013,FALSE,4/24/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,4:00:00 PM,3126,20,24th St,10,E,FALSE,,FALSE,UTILITYS,TN 2282436
250643,4/29/2013,FALSE,4/24/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,4:00:00 PM,3130,20,24th St,10,E,FALSE,,FALSE,UTILITYS,TN 2282436
250644,4/29/2013,FALSE,4/24/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,4:00:00 PM,3142,20,24th St,10,E,FALSE,,FALSE,UTILITYS,TN 2282436
250645,4/29/2013,FALSE,4/24/2013,5/10/2013,San Francisco Water Dept,8:00:00 AM,,4:00:00 PM,3144,20,24th St,10,B,FALSE,,FALSE,UTILITYS,TN 2282436
250634,4/29/2013,FALSE,4/24/2013,5/29/2013,PG&E,7:00:00 AM,,5:00:00 PM,875-899,50,Barneveld,23,O,FALSE,,FALSE,UTILITYS,TN 2281563
250633,4/29/2013,FALSE,4/24/2013,5/29/2013,PG&E,7:00:00 AM,,5:00:00 PM,1-9,100,Brussells,23,O,FALSE,,FALSE,UTILITYS,TN 2281559
250649,5/13/2013,FALSE,4/24/2013,5/17/2013,PG&E,7:00:00 AM,,3:00:00 PM,100-199,100,McCoppin,5,B,FALSE,,FALSE,UTILITYS,TN 2283718
250654,5/16/2013,FALSE,4/24/2013,5/16/2013,PG&E,7:00:00 AM,,3:00:00 PM,135-139,60,Mendosa,1,O,FALSE,,FALSE,UTILITYS,TN 2283741
250638,5/1/2013,FALSE,4/24/2013,5/31/2013,PG&E,12:00:00 AM,,11:59:00 PM,1200-1301,800,Mission,31,B,TRUE,,TRUE,UTILITYS,TN 2282214
250651,5/14/2013,FALSE,4/24/2013,5/14/2013,PG&E,8:00:00 AM,,3:00:00 PM,1112-1140,100,Mission,1,E,FALSE,,FALSE,UTILITYS,TN 2283734
250650,5/15/2013,FALSE,4/24/2013,5/16/2013,PG&E,7:00:00 AM,,3:00:00 PM,1326-1354,120,Natoma,2,E,FALSE,,FALSE,UTILITYS,TN 2283726
250655,5/17/2013,FALSE,4/24/2013,5/17/2013,PG&E,7:00:00 AM,,3:00:00 PM,2777-2799,80,Pine,1,O,FALSE,,FALSE,UTILITYS,TN 2283750
250632,4/29/2013,FALSE,4/24/2013,5/29/2013,PG&E,7:00:00 AM,,5:00:00 PM,1501-1525,50,Silver,23,O,FALSE,,FALSE,UTILITYS,TN 2281553
250648,5/13/2013,FALSE,4/24/2013,5/13/2013,PG&E,7:00:00 AM,,3:00:00 PM,1815-1847,100,Stockton,1,O,FALSE,,FALSE,UTILITYS,TN 2283703
250686,5/5/2013,FALSE,4/24/2013,5/5/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,2761 - 2763,2,24th St,1,,FALSE,2,TRUE,SPECIAL EVENTS,event
250685,5/4/2013,FALSE,4/24/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,309 - 323,2,Church,1,,TRUE,2,FALSE,SPECIAL EVENTS,move
250684,5/3/2013,FALSE,4/24/2013,5/3/2013,SFMTA Temporary Sign Program,7:30:00 AM,,3:30:00 PM,300 - 342,9,Gaven,1,,FALSE,9,FALSE,SPECIAL EVENTS,event
250691,5/7/2013,FALSE,4/24/2013,5/9/2013,SFMTA Temporary Sign Program,11:00:00 AM,,6:00:00 PM,1500,3,Geary,3,,FALSE,3,FALSE,SPECIAL EVENTS,event
250683,5/2/2013,FALSE,4/24/2013,5/3/2013,SFMTA Temporary Sign Program,9:00:00 AM,,5:00:00 PM,1690,1,Golden Gate,2,,FALSE,1,FALSE,SPECIAL EVENTS,move
250693,5/14/2013,FALSE,4/24/2013,5/14/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,2552,4,Gough,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250692,5/8/2013,FALSE,4/24/2013,5/9/2013,SFMTA Temporary Sign Program,7:30:00 AM,,4:00:00 PM,1170,2,Sacramento,2,,FALSE,2,FALSE,SPECIAL EVENTS,event
250694,5/20/2013,FALSE,4/24/2013,5/20/2013,SFMTA Temporary Sign Program,5:00:00 PM,,11:59:00 PM,203 - 209,4,Sacramento,1,,FALSE,4,FALSE,SPECIAL EVENTS,loading
250679,5/1/2013,FALSE,4/24/2013,5/3/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,33 - 39,2,Woodland,3,,FALSE,2,FALSE,SPECIAL EVENTS,move
250688,5/5/2013,FALSE,4/24/2013,5/5/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,1195 - 1197,2,York,1,,FALSE,2,TRUE,SPECIAL EVENTS,event
250689,5/5/2013,FALSE,4/24/2013,5/5/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,1203 - 1205,2,York,1,,FALSE,2,TRUE,SPECIAL EVENTS,event
250646,4/30/2013,FALSE,4/24/2013,5/30/2013,Underground Construction,7:00:00 AM,11EXC-4350,7:00:00 PM,3217-3255,279,Broderick,23,O,FALSE,,FALSE,CITY CONTRACT,SR 2282759
250656,4/30/2013,FALSE,4/24/2013,5/30/2013,Underground Construction,7:00:00 AM,11EXC-4350,7:00:00 PM,3212-3250,279,Broderick,23,E,FALSE,,FALSE,CITY CONTRACT,SR 2284449
250635,4/29/2013,FALSE,4/24/2013,5/10/2013,Annuzi Concrete,7:30:00 AM,12EXC-4898,4:30:00 PM,800-999,2400,Kirkham,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2281923
250636,4/29/2013,FALSE,4/24/2013,5/10/2013,D.P.W,7:00:00 AM,,4:00:00 PM,200-399,2300,28th Ave,10,B,FALSE,,FALSE,CITY AGENCYS,TN 2281952
250637,5/1/2013,FALSE,4/24/2013,5/10/2013,D.P.W,7:00:00 AM,,4:00:00 PM,100-199,1250,Gaven,8,B,FALSE,,FALSE,CITY AGENCYS,TN
250615,4/26/2013,FALSE,4/23/2013,5/25/2013,PG&E,7:00:00 AM,,5:00:00 PM,1300-1309,120,19th Ave,26,B,TRUE,,FALSE,UTILITYS,TN 2278305
250627,5/10/2013,FALSE,4/23/2013,5/10/2013,PG&E,7:00:00 AM,,3:00:00 PM,3364-3370,60,24th Ave,1,E,FALSE,,FALSE,UTILITYS,TN 2279174
250647,5/15/2013,FALSE,4/23/2013,5/15/2013,PG&E,7:00:00 AM,,3:00:00 PM,2680-2684,60,Green,1,E,FALSE,,FALSE,UTILITYS,TN 2283690
250628,5/1/2013,FALSE,4/23/2013,5/3/2013,PG&E,7:00:00 AM,,3:00:00 PM,700-799,120,Junipero Serra,3,B,FALSE,,FALSE,UTILITYS,TN 2280329
250629,5/1/2013,FALSE,4/23/2013,5/3/2013,PG&E,7:00:00 AM,,3:00:00 PM,431-447,80,Vernon,3,O,FALSE,,FALSE,UTILITYS,TN 2280336
250608,5/3/2013,FALSE,4/23/2013,5/3/2013,SFMTA Temporary Sign Program,9:00:00 AM,,4:00:00 PM,43 - 48,9,Bluxome,1,,FALSE,9,FALSE,SPECIAL EVENTS,event
250623,5/6/2013,FALSE,4/23/2013,5/19/2013,J Flores Construction,7:00:00 AM,13EXC-0297,7:00:00 PM,4300-4399,600,19th St,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2278687
250630,4/29/2013,FALSE,4/23/2013,5/29/2013,Underground Construction,7:00:00 AM,11EXC-4350,5:00:00 PM,3310,200,Baker,23,E,FALSE,,FALSE,CITY CONTRACT,SR 2280544
250631,4/29/2013,FALSE,4/23/2013,5/29/2013,Underground Construction,7:00:00 AM,11EXC-4350,5:00:00 PM,2380,700,Bay,23,E,FALSE,,FALSE,CITY CONTRACT,SR 2280563
250626,4/27/2013,FALSE,4/23/2013,5/6/2013,Graniterock Company,12:00:00 AM,13EXC-0899,11:59:00 PM,5-29,200,Ocean,9,B,TRUE,,TRUE,CITY CONTRACT,SR 2279117
250625,4/27/2013,FALSE,4/23/2013,5/6/2013,Graniterock Company,12:00:00 AM,13EXC-0899,11:59:00 PM,7-50,300,Phelan,10,B,TRUE,,TRUE,CITY CONTRACT,SR 2279069
250624,4/29/2013,FALSE,4/23/2013,5/24/2013,104 Presidio Ave.,12:00:00 AM,13-1239,11:59:00 PM,157,100,Presidio,26,E,TRUE,,TRUE,CITY CONTRACT,TN 2278640
250556,5/1/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:00:00 AM,,4:00:00 PM,1853-1879,125,33rd Ave,3,O,FALSE,,FALSE,UTILITYS,TN 2274204
250559,5/3/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:00:00 AM,,4:00:00 PM,634-641,150,36th Ave,1,B,FALSE,,FALSE,UTILITYS,TN 2274236
250550,4/29/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:00:00 AM,,4:00:00 PM,2430-2450,125,46th Ave,5,E,FALSE,,FALSE,UTILITYS,TN 2274159
250554,4/30/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:00:00 AM,,4:00:00 PM,2078-2094,125,46th Ave,4,E,FALSE,,FALSE,UTILITYS,TN 2274180
250558,5/1/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:30:00 AM,,4:00:00 PM,1932-1950,150,Mission,3,E,FALSE,,FALSE,UTILITYS,TN 2274217
250561,5/3/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:00:00 AM,,4:00:00 PM,500-575,300,Phelps,1,B,FALSE,,FALSE,UTILITYS,TN 2274256
250548,4/29/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:00:00 AM,,4:00:00 PM,3701-3715,100,Sacramento,5,O,FALSE,,FALSE,UTILITYS,TN 2274145
250546,4/29/2013,FALSE,4/22/2013,5/3/2013,PG&E,8:00:00 AM,,4:00:00 PM,400-417,150,Spruce,5,B,FALSE,,FALSE,UTILITYS,TN 2274131
250525,5/9/2013,FALSE,4/22/2013,5/22/2013,J Flores Construction,7:00:00 AM,13EXC-1501,7:00:00 PM,600-699,600,24th Ave,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273194
250515,5/9/2013,FALSE,4/22/2013,5/22/2013,J Flores Construction,7:00:00 AM,13EXC-1501,7:00:00 PM,00-99,600,25th Ave,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273158
250492,4/26/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,4250-4351,300,3rd St,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2272251
250529,5/6/2013,FALSE,4/22/2013,5/17/2013,J Flores Construction,7:00:00 AM,13EXC-1892,7:00:00 PM,1200-1299,600,Alemany,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273547
250609,4/26/2013,FALSE,4/22/2013,5/25/2013,Ruiz Construction,7:00:00 AM,12EXC-5471,5:00:00 PM,1150-1251,600,Bay,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2275221
250504,5/8/2013,FALSE,4/22/2013,5/22/2013,J Flores Construction,7:00:00 AM,13EXC-1501,7:00:00 PM,00-99,600,Brentwood,11,B,FALSE,,FALSE,CITY CONTRACT,TN 2273074
250502,5/6/2013,FALSE,4/22/2013,5/15/2013,J Flores Construction,7:00:00 AM,13EXC-1090,7:00:00 PM,2000-2099,600,Broderick,8,B,FALSE,,FALSE,CITY CONTRACT,TN 2273018
250565,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2101-2600,200,Carroll,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274473
250603,4/26/2013,FALSE,4/22/2013,5/3/2013,Ruiz Construction,8:00:00 PM,13EXC-1463,5:00:00 AM,450-551,600,Central,8,B,TRUE,,TRUE,CITY CONTRACT,TN 2275088
250541,5/6/2013,FALSE,4/22/2013,5/17/2013,J Flores Construction,7:00:00 AM,12EXC-5143,7:00:00 PM,200-399,1200,Congo,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273649
250568,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1801-1900,200,Cortland,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274485
250569,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1-100,300,Costa,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274491
250539,5/6/2013,FALSE,4/22/2013,5/17/2013,J Flores Construction,7:00:00 AM,12EXC-3670,7:00:00 PM,88-150,600,Delta,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273612
250570,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1980-1941,200,Donner,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274498
250497,4/27/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,13EXC-1399,6:00:00 PM,1-1000,300,Dormitory,22,B,TRUE,,FALSE,CITY CONTRACT,TN 2272452
250501,5/6/2013,FALSE,4/22/2013,5/15/2013,J Flores Construction,7:00:00 AM,13EXC-1090,7:00:00 PM,400-499,600,Duncan,8,B,FALSE,,FALSE,CITY CONTRACT,TN 2272980
250496,4/27/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,900-951,300,Earl,22,B,TRUE,,FALSE,CITY CONTRACT,TN 2272428
250571,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1881-1990,200,Egbert,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274509
250505,4/29/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-4798,6:00:00 PM,300-901,1800,Euclid,21,B,TRUE,,FALSE,CITY CONTRACT,TN 2273096
250578,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1-80,200,Faith,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274518
250584,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1701-1800,250,Fitzgerald,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274907
250585,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1-50,150,Flower,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274918
250612,4/26/2013,FALSE,4/22/2013,5/25/2013,Ruiz Construction,7:00:00 AM,12EXC-5471,5:00:00 PM,3150-3199,600,Franklin,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2275284
250499,5/6/2013,FALSE,4/22/2013,5/15/2013,J Flores Construction,7:00:00 AM,13EXC-1090,7:00:00 PM,1200-1299,600,Fulton,8,B,FALSE,,FALSE,CITY CONTRACT,TN 2272957
250592,5/1/2013,FALSE,4/22/2013,5/25/2013,Ruiz Construction,8:00:00 PM,13EXC-1133,5:00:00 PM,150-251,600,Grant,25,B,TRUE,,TRUE,CITY CONTRACT,TN 227500
250503,5/6/2013,FALSE,4/22/2013,5/15/2013,J Flores Construction,7:00:00 AM,13EXC-1090,7:00:00 PM,900-999,600,Harrison,8,B,FALSE,,FALSE,CITY CONTRACT,TN 2273029
250605,4/27/2013,FALSE,4/22/2013,5/3/2013,Ruiz Construction,7:00:00 AM,13EXC-1463,5:00:00 PM,1650-1751,600,Hayes,6,B,TRUE,,FALSE,CITY CONTRACT,TN 2275157
250586,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,250-501,300,Industrial,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274933
250491,4/27/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,1500-1601,200,Jerrold,25,B,TRUE,,FALSE,CITY CONTRACT,TN 2272228
250495,4/27/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,1-800,600,Jerrold,22,B,TRUE,,FALSE,CITY CONTRACT,TN 2272400
250494,4/26/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,12:00:00 AM,12EXC-3948,11:59:00 PM,80-201,300,Maddux,23,B,TRUE,,FALSE,CITY CONTRACT,TN 2272373
250587,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,5-100,300,Marengo,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274949
250574,4/26/2013,FALSE,4/22/2013,5/25/2013,Shaw Pipe Line,7:30:00 AM,12EXC-4651,6:00:00 PM,2300,600,Mason,21,B,FALSE,,FALSE,CITY CONTRACT,SR 2274517
250493,4/27/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,850-921,300,Mendell,22,B,TRUE,,FALSE,CITY CONTRACT,TN 2272335
250543,5/6/2013,FALSE,4/22/2013,5/17/2013,J Flores Construction,7:00:00 AM,12EXC-5143,7:00:00 PM,200-399,1200,Monterey,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273659
250588,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2851-3000,100,Oakdale,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274970
250590,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,500-695,200,Paul,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274985
250591,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2701-2900,300,Phelps,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2274992
250589,5/1/2013,FALSE,4/22/2013,5/25/2013,Ruiz Construction,8:00:00 PM,13EXC-1133,5:00:00 PM,200-499,3600,Post,25,B,TRUE,,TRUE,CITY CONTRACT,TN 2274975
250593,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2607-2700,200,Quint,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2275004
250530,5/6/2013,FALSE,4/22/2013,5/17/2013,J Flores Construction,7:00:00 AM,13EXC-0905,7:00:00 PM,100-199,600,Seville,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273560
250598,5/1/2013,FALSE,4/22/2013,5/25/2013,Ruiz Construction,8:00:00 PM,12EXC-5344,5:00:00 AM,250-351,600,Stockton,25,B,TRUE,,TRUE,CITY CONTRACT,TN 2275034
250594,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,740-795,150,Thorton,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2275016
250500,5/6/2013,FALSE,4/22/2013,5/15/2013,J Flores Construction,7:00:00 AM,13EXC-1090,7:00:00 PM,100-199,600,Upper Terrace,8,B,FALSE,,FALSE,CITY CONTRACT,TN 2272974
250522,4/28/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-4798,6:00:00 PM,1900-2200,1500,Vallejo,25,B,TRUE,,TRUE,CITY CONTRACT,TN 2273188
250528,4/28/2013,FALSE,4/22/2013,5/22/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-4798,6:00:00 PM,2650-2850,1000,Vallejo,25,B,TRUE,,FALSE,CITY CONTRACT,TN 2273212
250596,4/27/2013,FALSE,4/22/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,51-100,250,Waterloo,26,B,TRUE,,FALSE,CITY CONTRACT,TN 2275024
250537,5/6/2013,FALSE,4/22/2013,5/17/2013,J Flores Construction,7:00:00 AM,13EXC-3670,7:00:00 PM,400-599,600,Wilde,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273600
250520,5/9/2013,FALSE,4/22/2013,5/22/2013,J Flores Construction,7:00:00 AM,13EXC-1501,7:00:00 PM,100-199,600,Wood,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2273175
250490,4/26/2013,FALSE,4/22/2013,5/3/2013,D.P.W,7:00:00 AM,,4:00:00 PM,200-299,570,Campbell,6,B,FALSE,,FALSE,CITY AGENCYS,TN 2272109
250498,4/25/2013,FALSE,4/22/2013,5/3/2013,San Francisco Water Dept,7:00:00 AM,,3:00:00 PM,1037,20,Dolores,7,O,FALSE,,FALSE,CITY AGENCYS,TN 2272656
250476,5/22/2013,FALSE,4/21/2013,5/22/2013,Film Companies,3:30:00 PM,13sf077,6:30:00 PM,501 - 505,60,Davis,1,,FALSE,,FALSE,FILMS,
250412,4/23/2013,FALSE,4/19/2013,5/23/2013,PG&E,7:00:00 AM,,5:00:00 PM,80-90,60,Bruce,23,E,FALSE,,FALSE,UTILITYS,TN 2263080
250413,4/23/2013,FALSE,4/19/2013,5/23/2013,PG&E,7:00:00 AM,,5:00:00 PM,200-299,400,Harold,23,B,FALSE,,FALSE,UTILITYS,TN 2263109
